label,text
neutral,Было бы не плохо)
neutral,"настюха, я тебе парня нашел, подойдет?"
neutral,#школьныедни 💙💛👯👯🙋🙋😽
positive,я член)))ахххаахах
negative,"Ярик просто дебильный и спутал
у него все на одно лицо))"
neutral,нормально так спалилась
neutral,"Это не лечится, мои заебы остается только терпеть))))))))))))))))))))"
positive,Сегодня год семейной жизни!
neutral,на братан послушай ____)))....меня поправляет она _))
positive,"Виктор, тебе к лицу эта пушка :)
"
positive,"Ты мне нужна, бесценная подруга! Сильней, пожалуй, чем монаху Бог, И так как мы близки с тобой друг другу, Не заподазривай в словах моих подвох . Когда порой ненастные проблемы Нелёгким грузом давят мне на грудь, Как-будто по давно знакомой схеме Звоню ТЕБЕ, а не кому-нибудь. С тобой могли мы долго не общаться Из-за коротких жизненных помех, Но если так, хочу тебе признаться, Ты остаёшься всё-равно мне ближе всех. И внешне мы с тобой слегка похожи, А сколько общих тем для болтовни… Мы вместе все пройти преграды сможем, Какими тяжкими бы ни были они. Ты знай, что я навеки буду рядом, Не разлучат нас ни пути, ни седина, И помни, что я счастлива, я рада!, Что многих заменяешь ты одна."
positive,На тренеровочке ёпта))
positive,Юлька:*скучаю:с
negative,педоффффффка
neutral,все в Плазу**_**
positive,ЛУЧШИЙ ФИЛЬМ В ИСТОРИИ КИНО АНОНИМ
positive,"физика, я тебя сделал, мрррррразь!!!!!!!))))))"
neutral,Закрыл.Теперь второй курс:)
neutral,Виктор то заливает:DDD
negative,раздражаааааааешь
positive,"Я благодарна каждому человеку, с которым столкнула меня жизнь. Одним — за помощь и поддержку, другим — за пример, третьим — за урок. А нескольким — просто за то, что они есть.-))"
neutral,"Споткнулась сегодня, осознала что лечу...перекувыркнулась через голову, оп - я на земле)))"
neutral,"ну что ж, малая скоро будет  mireasa ))))"
positive,:РРРРРРРРРРРР
neutral,Новый уровень - 4 переписки)
positive,ОБНОВОЧКИ!!!!
neutral,"Ребята, поддержите мою жену в конкурсе, за это вам +100500 к карме))"
neutral,"Смотри, какой косплей.))"
positive,выходные начинаются ......)))))
positive,"Смотрю фильм про Хрущева Н.С. - вот это был Человечище - честный, открытый, и все для народа."
negative,Херовое качество правда)
neutral,Зашли покушать)))))
positive,"Лол, у друга не разлогинился и хентайчик, я ржу:D"
negative,"Это спорный пост! Вы меня знаете, как любителя ""определенной"" музыки, но тут я решил маленько расшириться, чего и вам советую. И на свою голову послушал, всеми ""ненавистного"" oxxxsimirona... Чувак спорный, речи нет, но! Две его темы, достойны внимания, как минимум! Одна-новое в российском хип хапе, вторая-драйвовая, местами еминема напоминающая, что для нашей сцены нихуйский скачок!!! 
Да забросают меня камнями, но я слушаю абсолютно разную музыку, и готов написать ""беспощадную"" рецензию на любого исполнителя! Реп-гавно! Окси тоже, но даже такой гавнюк, как он, способен выдать пару годных треков! Слушайте и разочаровывайтесь во мне😊 Тупые вы недоебки музыкальные!!!  Будь всеяден!!!"
neutral,я обалдела..
positive,"вау, жена сделала очередной клип на трек с нового альбома
KomerSZ - Тоска"
negative,Мы создали пафосного позера...
neutral,"просыпаешься, и ничего не хочется, кроме того что было во сне))))"
neutral,"Я знаю, почему мне не спится..... одному спать уже не интересно=)))))))"
neutral,Могло быть и хуже))
neutral,1 ТМ ЭТО ПОПА. НО ВСЁРАВНО 1 ТМ)))))))))))))))) НАША СИЛА В РАЗВОДНОМ КЛЮЧЕ))))
neutral,"И чем становимся мы старше, тем не понятней, как жить дальше."
neutral,"Наверное у каждой девушки есть в шкафу порванные колготки....И хранятся они там затем, что ""ай, под брюками все равно не видно""! xD))"
neutral,Красивее я не могу(
positive,АХУЕВАЙ НАХЕР АЖ слушай до конца особенно припев
neutral,"Девочки берегите наших мужщин...
"
neutral,наданаданада
positive,Хочу новый год! И чтобы все проблемы остались в этом году! =)
neutral,"УХОДЯЩИЙ

""Нарисуй меня уходящим. Грустным, со слезами на глазах"""
positive,Хахахах)))))))я оруууууу)))))
neutral,"С чего же все началось!)))
Первая татуировка своими руками!))))
Перекрытие (coverup) по собственному эскизу))))
Самодельный ротор, тушь аист.
г. Мурманск, 1997"
neutral,"[id21659178|Регина], ещё нет моей любимой Евпатория!!!"
neutral,Невъебаться
neutral,Как же важно быть кому-но нужным
positive,"Я умру за тебя, Катя!)))"
positive,"А у вас было такое? Идешь вечером убитый с тренировки, погода просто отличная, ты купил бутылочку липтона, постепенно замедляешь шаг, а вскоре и вовсе понимаешь, что не хочешь идти домой)) в голове столько мыслей..а на улице уже горят фонари) ты садишься на лавочку, и просто начинаешь ловить кайф) и в этот момент ты  убегаешь от этой суеты..все словно замирает вокруг) как говорит мой друг, просто бомбезно:) "
positive,это стоит посмотреть!!!))))))))))))
neutral,"Сколько бы недостатков не было у человека, он всегда будет идеальным, если он любимый."
neutral,"Вы боянисты! Я 2года назад был отмечен на том видео.
Серёга меня отметил на нем.Вот,гляди )))"
positive,"Для сладких снов нужна подушка,для женских праздников цвети,для хорошей дружбы подружка такая класная как ТЫ...)*"
neutral,Спустя 13 лет😂😄😆 
neutral,Прогулки по парку Горького.[id13828655|Федор Догов][id40542234|Танюшка Маклакова]
neutral,"Как реагируют парни, которым мы нравимся,на то, когда мы рассказываем, что расстались со своим парнем))"
neutral,"Пахан, я и брат ))"
positive,"Чувак, я скучать ! (:"
neutral,так внимательно что-то смотришь/слушаешь)
positive,Братишкааа😊
positive,"Уф! Матушку мою наградили Премией Правительства Российской Федерации в области культуры за 2012 год, а я, кажется, наконец хоть дух переведу в своем любимом древнем Риме!). Честно говоря - ура!"
positive,поснимал няшек :)
neutral,она наша ЛАЙФ.....)))
neutral,ГРОЗНЫЕ :)
positive,"Я скучаю… Безумно, нежно, по ночам и наутро вою 
Это чувство себя- живою не дает мне никак уснуть. 
Это в общем-то неизбежно, ведь так было тепло с тобою, 
Волны, ветер и шум прибоя... 

Это милый и есть та суть, 

О которой не надо всуе, о которой лишь с придыханьем. 
Я как вспомню твое дыханье- так все тело бросает в дрожь. 
Я тут, знаешь, тебя рисую, но не красками, а стихами. 
Мы же нас сотворили сами, мы себе и ловцы, и рожь. 

Мне с тобою встречать рассветы очень сложно из разных точек. 
Прочитай меня между строчек и похить изо всех миров. 

Я в тебе нахожу ответы. Я хочу с тобой уголочек, 
Двух сынишек, а можно дочек. И на этом- довольно слов."
neutral,"|  Ребят голосуем за меня, я должен победить того хуесоса
 | Обсуждаем мою будущую победу! Я же нагибатор и
 | хардкорщик, хуле.
 \/"
positive,#Восхитительнаятренировка
positive,ееее..норм СП=)))
neutral,Трансформеры |||
positive,Ты сегодня взорвал зал) Без тебя разминка сошла бы на нет! ;)
neutral,"ты девушка,
ты должна следить за собой)))"
neutral,Мои мишки)
negative,Вперд Раися! Бегемод в суде)
neutral,Сезон можно считать открытым)
positive,"У нашего льва и близкого друга открылся ресторан))) так что все в гости идем и зовем всех знакомых...) Вася, рад за тебя)
"
neutral,можно жениться!!!))
positive,Надеюсь у нас все получится ✔️👌
neutral,а я в свою очередь предложу вам такое зрелище!!!!
neutral,"Ахахах, готовишься к НГ"
neutral,"Как же ,все-таки ,сложно сделать выбор!))"
positive,Идём в кино!))
negative,Люди вообще ко всему быстро привыкают! и ето их самая сильная слабость!
neutral,"Дискотека ""Резонанс"")))))"
positive,Будьте все счастливы!
positive,"В моей жизни есть пара человек, переписки с которыми я готова 
распечатать и поклеить вместо обоев, чтобы ежедневно читать и 
наслаждаться..."
neutral,Перезалил. Это очень жизненная картинка
positive,Счастье - это не Лондон... и даже не Париж... Счастье - это не шмотки и не косметика... Счастье - это человек... который рядом с тобой...
positive,кому-то осень... А у меня весна...)
neutral,#крестиныдоченьки👼💖#
neutral,"все, я сваливаю . всем plur."
neutral,Это для покушать)))
positive,"Цивилизация добралась и сюда, уже завтра смогу посмотреть ""Марсианин"" в 4dx, наконец 😃😎"
positive,ЫЫ)))Помнишь Реальных пацанов?:)))
negative,"Смех сквозь слезы... Даже если учить детей дома, то они все равно не сдадут ТАКОЙ экзамен! Параллельное образование и... здравствуй, шизофрения!"
neutral,"во как ""петь"" надо))"
neutral,"Берегите друзей. Нет сокровища дороже, чем столько общих воспоминаний, столько тяжких часов пережитых вместе, столько ссор, примирений, душевных порывов. Друг - это тот, кому ты доверяешь как себе, потому что друг - это часть тебя."
neutral,Сегодня произошло пополнение в моей линейке объективов )
neutral,"давай уже домой,на родину)))))))))))))"
neutral,сходил я сегодня на футбик
negative,Сукииииииииииииииииии
positive,Григоряшкааааааа
neutral,Улыбнись) нееее)
positive,СНЕЖНОГОРСК!!!))))👍👍
neutral,Нужно только желание и вера в себя!!! Остальное сделаем мы!)
negative,"Всё, я устала нет сил.!!!!!! Больше не могу. Доказывать не буду, а буду молчать, всё простите. Я лучше уйду. без меня вам тут будет лучше."
neutral,"Smile!!!
""Ребята, есть ли среди вас стоматолог, всё ли у меня с зубками впорядке?"""
positive,"Викуль я очень рада,тому что ты у меня есть:*надеюсь не когда тебя не потреяю:*"
positive,ДОЧЬ РОДИЛАСЬ.СЧАСТЛИВЫЙ ПАПА.
neutral,На улице +7. Это реально холодно. Одевайтесь)
neutral,мы открылись:-)))
neutral,"Вы любите красивые природные места, с выходом к воде? А вы любите баню? А посещали  вас мысли, оказавшись в красивых местах - ""...вот бы на этом берегу баньку!"". 
Баню очень люблю, и такие мысли посещают постоянно!
И вот, наконец мечта сбылась! Я стал обладателем мобильной бани, которая почти так и называется - ""Мобиба"".
Сегодня испытали ее с Чемпионом России и Европы по банному парению - Максимом.
Место оцените сами. Наша оценка бане - твердая пять, учитывая скромные внешние данные. Это тот случай, когда за скромной внешностью, скрываются такие потрясающие возможности!

P.S. Теперь для парения в бане и купания в проруби доступны любые места Тверской области и мира, куда сможет доехать авто и дойти ноги)))"
neutral,Вот такой спальник берем :D
neutral,Гоняю на Matize)))))))Пока моя в ремонте...)))))
positive,Рок всегда будет жив =**
negative,хуйня все это ваша любовь. лучше кота на улице покормите. и то больше взаимности будет(с)
positive,"прощай Работа , да здравствуют ВЫХОДНЫЕ )))!!!!"
neutral,девочкам было скучно
neutral,Как я провёл вчерашний день
positive,"Спалил час назад кухню! Огонь тушил минуты три. Ничего серьезного, сгорел всего лишь один шкаф над печкой и встроенный кухонный будильник растекся. В общем, пока отмывал кухню от гари понял, как хорошо все-таки, что я не женат! Жена убила бы!!!)))"
neutral,Свяяжии носкиии!!! )
neutral,я просто оставлю это здесь.
neutral,"моя мама, тещя, бабушка ;)"
neutral,"Очень не люблю переписывать чьи-то мысли, но очень люблю умных людей. В двойне люблю, когда умные люди имеет имеют смелость быть еще и сильными. Очень мало людей делает действительно качественный продукт в масс медиа. Парфенов, Бахтин, Губин. Прочитайте."
neutral,это все они!
neutral,Как-то так*** слушай роднуля****)
neutral,Дедульки заряжают до сих пор (2015)
positive,пойдет!кайфонавты))))))))
neutral,Подкрадухи
positive,Отличного дня! ;-)
neutral,"Девушка должна быть маленькой, что бы, когда она встает на каблуки, она стала большой, а не кобылой.))"
positive,Небо..Море..Облака..^^
neutral,#прощайзима
positive,Мария Владимировна Михайлова с ансамблем только что победила на международном вокальном конкурсе!
positive,"Сходил тут на субботник к Арише в садик! Мелочь но приятно! Я походу единственный папа, из тех кто пришол!))"
positive,"У таких как ты — многое получится!
"
positive,"9 месяцев  слез , поисков, надежд и  наш кот нашелся !!"
positive,"ааа наконец то все круто )) спасибо вам мои хорошие, за афигенскую вечеринку, и релаксное воскресенье с чистой от дурных мыслей, головой)))"
positive,"Какая разница, тепло на улице или холодно, когда в твоей комнате целый день живёт маленькое солнышко?☀☀☀"
neutral,я знаю*)ты тоже)))
positive,"ДОЧЕНЬКА,я тебя тоже очень люблю. Спасибо ГОСПОДИ, что подарила нам тебя!"
neutral,"наша белка)))
"
neutral,Испытывали с любимой функцию фото в фото))))
neutral,Главная трансферная новость межсезонья НХЛ))))))
neutral,я думаю ты ее слышала 😎
positive,"💖Слова любви всегда одинаковы, - все зависит от того, из чьих уст они исходят💖 #будтеСчастливы и #любимы"
positive,С такой красотой и дождливый день - не серый :)
neutral,"Без таких друзей как мои, я бы умерла со скуки. Честно.©"
positive,Любимиая моя коза=))))
negative,"Моя сестра была права, когда называла тебя дурачком)"
neutral,А у нас первый снег :)
positive,"5 ЛЕТ ВМЕСТЕ!!!!
С трудом я нахожу сейчас слова, 
Чтоб передать, как счастлива с тобою. 
Мы делим все невзгоды пополам, 
А радость умножаем мы с любовью. 
Когда мы начинали жить вдвоем, 
То всё казалось новым, неизвестным, 
Мы создавали свой уютный дом 
И общие искали интересы. 
И в 5-ую годовщину свадьбы я скажу: 
Нам это удалось и даже очень. 
Прости, я больше слов не нахожу 
И в знак любви поставлю многоточие..."
positive,"Кстати.......Хочешь, чтоб тебя любили - Люби!!!!!!!!!"
neutral,я короче спать!!!
neutral,Подготовился к зиме!
positive,НЕ ну ты глянь только это писецц)) особено бородатый жгёёётт!
neutral,"Мой братик, что-то натворил))))"
neutral,"влюблена в [id30699511|Игоря]..... боже, ну и статус))))"
neutral,"Можно быть рядом, находясь за тысячи километров друг от друга, и бесконечно далеко, сидя на   одном диване."
positive,"вот он
ТОРТ МОЕЙ МЕЧТЫ!"
neutral,хочу обидеться!!! не выбрал на кого!!
negative,Тоска-устала бегала за козлом!!
neutral,Я -  либрокубикуларист)))))
positive,ахахахх)))
neutral,"Вода в море еще прохладная, но в кофте и куртке этого почти не чувствуется)"
neutral,"Продолжи фразу: «Жить - хорошо, когда...»"
neutral,ВОт так вот!)
neutral,"Нашь новый сожитель, теперь она будет жить с нами)"
negative,"Когда тело твое принадлежит одному, а сердце другому, это уже
дерьмо собачье, а не любовь."
neutral,"Что-то с ушами не так, а ладно. Рядом же эта прелесть, точно."
neutral,"Мужчина,способный на поступки, обречен быть любимым"
positive,"Любимая лизочка прости ,что так вышло что я так поздно поздравляю .ранче простр возможности не было .любимая я тебя безумно люблю и ты знаешь это . Я блогодарна твоей маме за то что Ты у меня есть !!!я тебя люблю сильно сильно .остольное ты услышь сейчас по телефону !"
neutral,Я начал играть в игру Веселая ферма 3. Ледниковый период. Новогоднее дополнение к игре Веселая ферма 3. Отправляйтесь вместе со Скарлетт
positive,"Как же приятно снова встретить гаишника, которого до этого нагнул :)))"
neutral,А можно все и сразу))))))))
neutral,ровно год до конца света) как быстро летит время)
positive,Послушай.мне нравиться.
positive,"ЛОВИ КОТЕНКА!!! САМОМУ ЛУЧШЕМУ БРАТУ♥ ТЫ САМЫЙ СМЕШНОЙ И ЗАЧЕТНЫЙ ПАЦАН♥ СПАСИБО ТЕБЕ ЗА ТО, ЧТО ТЫ ЕСТЬ♥
ПУСТЬ И НА ТВОЕЙ СТРАНИЦЕ ОСТАНЕТСЯ МОЙ СЛЕД♥ МНОГО ЛЮБВИ♥♥♥"
neutral,Вроде бы 2 класс😊☺
positive,"★Жизнь прекрасна, когда знаешь, что кого-то раздражаешь.★"
negative,продули....
neutral,Я засыпал и просыпался с одним и тем же в глазах...
neutral,вот бы все такие были мужики..да?))
positive,а теперь треки под которые можно овторить субботу чтобы не то что бы шея болела но голова вообще оторвалась))ахахаха
neutral,"всё ближе и ближе)
извиняюсь перед ценителями качества))
снимал на кроссовок))"
positive,"Самые лучшие моменты происходят с тобой, все самое лучшее даришь мне ты... ✨😘

Тогда зачем мне кто-то другой? Если благодаря тебе - внутри расцветают цветы... ❤🌸💝"
neutral,"17 этаж
Аее"
neutral,"Приехали друзья, сняли апартаменты, думали ДР отметить по кайфу, чтоб все красиво было. В итоге:"
neutral,Немногие мужчины умеют ценить женщин по-настоящему
neutral,Наш семейный доктор !!!
positive,"в который раз содрала себе половину твоего плейлиста)
ну, калассный же, что уж тут...!)
п.с. спасибо)"
positive,Шопинг прошел на пользу)
neutral,"

Доброго всем времени суток. Нереальная история,которая приключилась со мной на свадьбе в прошлом году!"
positive,"Мы, настоящие мужчины, хотим видеть всех девушек мира красивыми, здоровыми и счастливыми! 
А не обкуренными и бухими! 
Кто согласен, благодарю за перепост!!!"
positive,Харош Унывать!)) Улыбайся)) как я)
neutral,[id195045390|у нас тут своя атмосфера]
neutral,Жесть...ты должна это посмотреть....))))))))
neutral,"А как Вам такой трейлер ArminOnly : Intense? Я уверен, что при просмотре у вас пошли мурашки по коже!:)"
positive,"Упоротость 👻👻👻)
Держи фотку братишка 😝💪👊
Ты ахуенный😍"
neutral,"...Я на нем панк-рок пиздоню, не найти во мне изъян...)))))))))"
positive,"Мне больше нравится, когда красавицы в хлам,
Мне улыбаются, а не каким-то чехлам.
Да мне так хочется вцепиться в твоё тельце, малыш,
Я ты звонишь своей маме."
neutral,кстати в последнее время я гагу не слшуаю:р
positive,Ты - мой повод быть лучше....©
neutral,по твоему уроку
positive,кукла моя**_
neutral,Небольшой шаг вперед =)
positive,сука трек - зачьот!!!!!!!
neutral,"Красивых любят чаще и прилежней, веселых любят меньше,но быстрей, - и молчаливых любят, только реже, зато уж если любят, то сильней! Высоцкий!"
positive,Надеюсь на этой неделе ты будешь лучшим!чмоки)))
positive,Семья в сборе:)
positive,Это будет бомба 
positive,"Милые, милые китайцы. Перевод на русский всегда так добр и приятен. 
(Искала в приложении AliExpress перчаточки себе зимние, и вот...)"
positive,"один из лучших, что видел"
positive,Аврора и Красин в одном доке. Жопками друг к другу. Так мило.
negative,"Я устала и морально и физически мне нужны выходные, нужна подруга и алкоголь хочу танцевать, петь, орать и веселиться."
positive,"Побывали на представлении в Арт-Заводе)
Толпа детей и мы такие,по 20 лет всем)
Но как же там было круто!!!как будто вернулись в детство)
Спасибо Лесе за новогоднюю сказку)"
neutral,ты это видела? это ж прям Реутов ТВ!))))
positive,"    <-- один из новых сервисов меня приятно удивил большой базой исполнителей и легким, даже быстрым, грузом"
positive,"Свобода! ☀ 💃 😊 😆 😃 Я вольна, как ветер в чистом поле! ✌ 🙏"
positive,балта рулит
positive,"Не совсем мой типаж, конечно, но полюбовалась с огромным удовольствием ))) 
(комментарии сильной половины человечества тоже доставили)"
neutral,"Когда мне должно было исполниться 8 лет я мечтал о кубике рубике.
И мне его подарили, но я так и не научился его собирать."
positive,ет тож скачал круть
neutral,"- Кем стать хочешь?
- Самой лучшей мамой и женой!!!"
neutral,Теперь нас знают в России ещё и по этому ритуальному действию ) Вот что значит Сибирь !!!)
neutral,а неплохо. без смс
positive,Даже землянички немного насобирала)))))))
positive,"""Я верю в каждого из вас. И все у нас получится!"""
positive,Такой милый как ты)))))))))))
neutral,думаю ты её слышала
positive,Вот это мне по нраву!..
neutral,слова этой песни ааа :D
positive,Ждем любимого с работы :)
neutral,Вот это так погодка в Египте :)
positive,пацан новую песню выпустил и возвращается на сцену) зочтено! завтрак проктологу!)
neutral,Чебурашка))
positive,ахаха ** да я забыла просто :D
neutral,Какая песня вам нравится больше?
positive,"ну вот и закончилось, последнее в этом году полное солнечное затмение ) /ждем конца света? xD/
вот никогда еще не наблюдал такого, спасибо технологиям, что позволили увидеть в прямом эфире эту красоту"
positive,"не удержалась - купила таки :З
from childhood :D"
neutral,обменялись с любимой фамилией))**
positive,"Мечтайте, мечтайте чаще, и стремитесь к своим целям=) а пока еще 1 трек из нашего альбома. Приятного Прослушивания, надеюсь вам понравится :)"
positive,"В честь #юлявженеторт;)
ахахахахаха"
neutral,"Так нежно целовать,как целует он,не сможет никто..."
neutral,Цените мои новые трэки от соседок! еее)гет саб
positive,СЕГОДНЯ МОЙ СЫНОЧЕК ПРАЗДНУЕТ СВОЙ ПЕРВЫЙ ДЕНЬ РОЖДЕНИЯ!
positive,ПОЗДРАВТЕ ВСЕ МЕНЯ С ОТЦОВСТОМ !! У МЕНЯ СЫННННННННН !!!!!!!!!!!
negative,"Он дико тупой... я думаю, что 25 лет назад его родители не нашли в капусте младенца и решили воспитать кочан!))"
neutral,"Прогулка когда скучновато это конечно хорошо,но Тайгу мыть кому-то придетса:)"
positive,Счастья Вам ))))  не ругайтесь никогда !!!)) я за этим прокантролирую)))
positive,"хахаха!помнишь?!""вишенки"")))"
positive,Чисто поржать)
positive,"Теплыхи ,мы очень соскучились!!!!"
neutral,"природа наделила меня талантом так рассказать любую шутку,чтоб никто не смеялся =)"
positive,У меня сегодня праздник!!!!!!  День парикмахера))))))))
neutral,"""Чистокровный"", настоящий, без каких либо понтов или еще чего то там, с отличным чувством юмора..
Получил обещанную педаль, взял альбом с автографом, пожал руку. Неее, на футболку денег не хватило:D
Отличный человек, а как музыкант еще лучше
Всем слушать nobody.one, всем ходить на концерты!!

P.S     А ""10 евро"" ребятки отдадите на следующем концерте))))))"
positive,Вот это находка 😂😂😂😂😂😂😂
positive,"В Твоих глазах таится радость,
Мечта о счастье и земной любви.
И сердцу моему ты романтическая сладость,
И о Тебе все тайные мои мечты.
Тебя люблю я, дорогая!
Любовь свою Тебе желаю я дарить.
И в голове несутся мысли стаей,
Любовь в Тебе желают пробудить.
Как птицы в небе мысли вьются,
Устремляясь к солнцу теплому, родному.
Все чувства для Тебя в слова непринужденно льются,
И сердце чувства наполняют кровью.
И с каждым днем мечта все крепнет,
Коснуться губ Твоих желанных.
И образ Твой стремление греет,
Тебя узреть в объятьях моих страстных."
negative,#МаршБандеровцев прошёл впустую. Столько людей искусства - и ни одной художественной акции... ТакЪ не победим! :-))
neutral,По любому также визжал)))
neutral,Быстрее Бэйла)))
neutral,ещё так могу)
neutral,"День четвертый! Провели день в Белогорске. Побывали в сафари парке (Тайган) где на территории 33 гектара увидели много разных зверей. Изюминкой является примерно 15 львов которые бегают по огромно территории (такого еще нигде не видели) Потом поехали на гору Ак-Кая. Первое впечатление - маленькая и залезть по склону будет легко, но потом оказалось все не так уж и просто! С вершины горы открывался чудесный вид на десятки километров. Еще у подножья горы нашли большую пещеру, но уже было темно и фоток нормальных нету, а было очень классно и немного страшно)) Когда возвращались в отель то заблудились в степи и пол часа искали дорогу. В целом день получился полный впечатлений, очень устали... Завтра нас ждут новые приключения)"
positive,"это тааакккооооой яядд!!!!!!!!!
ПО-ЦАААААРСКИИ!!!)))"
neutral,"За каломойским уже алия выехала, исполнение 100%"
positive,"вот, полюбуйся:D красота то какая:D вот я про такие и имела ввиду:D"
neutral,"Мы пацаны тоже можем быть добрыми и мягкими, только для этого нам нужна та, которая будет это ценить!"
neutral,"вот, никогда не отгадаете!"
neutral,ждем-с собсна! хддд
neutral,На яхте 
negative,Ну сказочный уебан.
positive,"Я посвящу эту песню той, которая по настоящему будет любить меня..."
neutral,С одногрупниками =)
neutral,Как нужно правильно катать на катере!:)
positive,"ОООООО, ОНА Н-А-С-Т-У-П-И-Л-А!"
positive,"В ночь с 3-го на 4-е февраля у нас родилась дочка Лада)))! Родили детку дома в любящей, благоприятной, спокойной обстановке.))))"
positive,Я вспомнил за что люблю Доктора. лучшая серия у 11-го.
positive,ставь её себе ахах)
positive,"Внутри каждого из нас есть сила, чтобы превратить свою жизнь в чудо! 💓 😋 😉 😎"
neutral,вот это)))
positive,"15 августа работали на свадьбе у Андрея и Виталины!
Отличные ребята, а главное ихние сердца полны доброты любви и искренних чувств друг к другу.
Оставайтесь такими на всю жизнь! ))
Счастья, добра и удачи Вам в семейной жизни!
                      С любовью к Вам коллектив ст. ""Малина"""
neutral,наконец то признали
positive,Хочу в лето вернуться 🔆
neutral,Покатушки на льду по Сенежу!
positive,"Алёнка,скучаю)))***"
neutral,ни че малая)))
positive,а ж за душу взяло)))))
positive,"Это счастье, когда есть подруга, которой можно открыть сердце:)"
negative,Под последнюю аж сдохнуть хочется :/
neutral,подарите мне её))
neutral,"Дайте мне побыть девчонкой, я
устала взрослой быть… Я хочу
смеяться звонко, о проблемах
позабыть… Дайте мне такое
средство, чтобы хоть на полчаса,
я смогла вернуться в детство и
поверить в чудеса!"
neutral,УМТ-3. Полуфинал. Артём Лоик 
neutral,"хо-хо, у меня теперь есть отчим."
neutral,"О этот момент, когда твоя сестренка уже выросла, и ее ресницы расчесывают ее бровки💃💅👑"
negative,"статус у 10летней девочки:
всё, что захочу - я получу, а кого хотела, я уже имела
ХУЯСЕ ТЫ ДЕРЗКАЯ"
positive,на теперь это рулит=D
neutral,"никогда не думал, что фраза ""чем старше дама, тем вкуснее борщ"" будет так идеально подходить моей жизни."
neutral,трудовые будни;)))
neutral,так мне тебя напоминает!!!!!!!!!
positive,Лето в самом разгаре :-)
neutral,"Мы сходим с ума не по людям, а по  тем счастливым моментам, которые с  ними пережили..."
positive,"[id92305025| Багрова] , мы с тобой еще повисим))))) обещаааааююююю))))))"
negative,"каждый раз до слёз.
помогите! я не могу успокоиться!"
neutral,Осталось 16 дней!)
positive,"Девочки знают-я звезда,окей"
positive,У Кристины схватки пошли... походу скоро стану отцом :))))
positive,"Месси умничка))
1:0"
negative,"Блин она у меня уже второй час играет! И в голове Mon amour, mon ami! ааа это ужас!"
positive,В аквапарке с горки!В этом году так!
neutral,"Маленький поезд и бульдозер, все очень серьезно=))"
neutral,"ДЕВЧОНОЧКИ ВОТ УЖЕ ОТШИЛИ НАМ , НАШИ ДОЛГОЖДАННЫЕ ШАПОЧКИ С ШАРФИКОМ, УЖЕ В НАЛИЧИИ ЗАВТРА ВСЕМ ОТПРАВЛЯЕМ,ШАПОЧКИ ИЗ ДВОЙНОГО ФЛИСА, НА 48-55 РАЗМЕР, КАЧЕСТВО СУПЕР"
positive,"О,да :)) Мы  тоже во время путешествий валяемся, где только можем, дома так не поваляешься: у обочины дороги, в парке, на берегу моря...люди, любите туризм и путешествия :)"
positive,😆 не устаю слушать)))
negative,"Завтра не лучший день)
ну что буду держатся)хахахах))
#самоубийство
Ну что ж, выберем лучшй способ)хахаха))"
positive,С  Любимым  сынулей!!!
positive,"Не звучит канеш тут Баннер, не его характер трека, но припев шикарен."
neutral,"1603!!!
Вооот как завтра будем сдавать Мангала)))"
positive,"Знаешь,не смотря ни на что,наверное, самое главное, что есть на свете – это все же, любовь! Она двигает нас  на немыслимые поступки, заставляет верить и надеяться, побуждает испытать необъяснимые чувства, плакать смеяться, переживать… Именно такой любви я тебе желаю: искренней, взаимной, страстной. Любви, которая закружит тебя в вихре своего особенного танца, который сделает тебя счастливой! Ведь это здорово знать, что в этом мире ты не одинока!Что кому то нужна,кому то ты за жизнь.
ЛЮБИ И БУДЬ ЛЮБИМОЙ МАЛЮК! ***"
neutral,ах вот что они поют)))
neutral,Ну его нафиг этот Египет...Летим в Мурманск)))
neutral,"ну давай ты мне купишь Хонду Интегру, а я те доску!))"
positive,"Небольшой тимбилдинг для моих прекрасных ребятишек на уроке физкультуры)) 
з.ы. #Колямашинка"
neutral,Котя и Райт
neutral,Дождик пошел!!!
neutral,вот она...наша Миша
positive, я нашал идеальные свои туфли хаа
neutral,"Есть спорные моменты, на мой взгляд..."
positive,Воошпе угарная))))))))
positive,Будь поосторожней! ! ! Я тебя очень сильно люблю и дорожу тобой ! ! ! Ты мне очень нужен! ! ! И очень важен! ! ! Возвращайся поскорее ! ! !
positive,Ехууууууууу у Мамы  Днюхааа!!! Гуляем !!!!!!
