label,text
neutral,Аня смотри
positive,Отдохнули Хрорррошо щщщщссс)))
neutral,песня про исаула:))
positive,ВОТ!ВОТ ОНО!!!!!
neutral,полоса черно-белых снов...
neutral,Хочу играть в воллейбол. Ищу секцию в Киеве кто нибудь знает?
neutral,"ребята, ищу друзей на концерт deep purple 24 октября в ЕКБ"
neutral,"Котята, у вас выходной или вечерняя смена? Тогда всем быть! ХОДЯТ СЛУХИ, что вах-вах что за магазин будет!))"
neutral,Сюрприз для тети-Алены!
neutral,Мои ребятки.
positive,Е#бать вкуснятина!!!!!
negative,"""Никогда не говори людям о своих проблемах, 80% ими не интересуются, остальные 20% рады что они у тебя есть!""."
neutral,Отдыхаем на Родине
neutral,"Здравствуйте, ну наконец-то я нашла, к кому можно обратиться..
Психолог, долго грузить не буду.
Дело в том, что я вижу проблему своего лишнего веса во всём. Вроде как и понимаю, что быть такой закопмлексованной нельзя, но и справиться с самой собой не могу. У меня мания худения, которая длится больше 2х лет.. И в своём теле я вижу одни недостатки. На почве этого и проблемы и на фоне личных отношений (стесняюсь своего тела, и т.д). Как мне перебороть себя?
Влада, 18 лет."
negative,"я прекрасно понимаю что на мои посты нихера отвечать ни кто не должен...я их сам для себя хуярю и не на что не надеюсь...вобщем протележу в очередной раз...сегодня одна тётка увидев мою несвежую морду сообщила ""я бы затакого свою дочь бы не отдала""..я ей озвучил примерно десяток вопросов)...уложились мы с ней в две станции метро...1 - я тут едя в метро вообщето не на выдане себя позиционирую а как бы на работе находясь))...2е - я ни одним глазом ещё не видел все ответы на мои молитвы...тобеш вашу дочь)...и вовсе не известно ктоб кого выбирал...3-е...тёща попалась такая, что похеру как выглядит дочь...её лучше не трогать...и дочь и мать)...4-е...с какого хуя она вообще решила что меня интерересует сейчас чьято дочь)...мы все чьито сыновья и дочери ...и что с того?"
neutral,А ну ка послушай)))
neutral,Почему Русь хотят уничтожить...если об этом узнает мир:
positive,"— Обнять бы тебя сейчас, просто, без слов.😌👫❤"
neutral,Кто нибудь заметил что закрыли хороший треккер Рутор.орг? И что вы по этому поводу думаете?
neutral,"За добро-добром, 
За зло-злом, 
За любовь-любовью,
За измену-кровью, 
С людьми-по людски,
С блядями-по блядски.
Жизнь есть жизнь..."
neutral,вот терь моно и с балкона упасть
neutral,"Нам одним показалось , что крикнули при объявление голосов Грузии?)"
positive,"Кобба, я тебя обожаю! :D
ну честно!!!!!!!!!!!!"
neutral,"МЫ ПОРОЙ САМИ ПОРАЖАЕМСЯ НАШЕЙ ПЛОДОВИТОСТИ. Справедливо посчитав, что Арт-Хаус как жанр наиболее целостно способен выразить наше видение композиции, следуя неизменным и священным для нас принципам DIY, мы рады представить вам новую работу ""повстанческой студии партизанской самодеятельности"" - клип на одну из наших старых песен.
ВСЮ БИОМАССУ - В БОЙ!!"
negative,Такой он нелепый!!)
positive,Всё...этот день настал..ухожу на выходные в неизвестном направлении))))) спасибо всем.кто меня поддерживал в рабочие будни..Я Вас люблю!!))))))
positive,хорошо мне
neutral,Почитайте составы...как можно не поехать туда...)))
positive,Свершилось!
neutral,пятница - опять? О-о
neutral,"Так и будет 
Завтра 
: D"
negative,Российская авиация через 3 дня начнет бомбить либо Сирии либо в Ираке моджахедов !
neutral,Топ-10 фантастических розыгрышей сезона-2014
positive,Статус четкий!=)))))
negative,и зачем такую хуйню делать
neutral,как то так
positive,"оооо сегодня день фсо рф 
ы...чо ...кагбе праздник у меня :-з"
positive,смотри и наслаждайся:D:D:*
negative,Приехали((
negative,ненавижу время после 21:00...сразу начинают всплывать какие-то проблемы...или я скучаю по ком-то...или не хватает чего-то...
positive,"УРРРРААА!!!!! 
Поздравляю Всех Фанов Ман Юнайтед с Великолепной,Потрясающей,Красивой Победой над пушкарями!!!
В очередной раз троекратное БРАВО нашей молодёжи и САФу и отдельное спасибо Давиду за пенальти!!!
СПАСИБО!!!
GLORY GLORY !!!"
positive,"Вот это погуляли..хDDD
запомню на долго!!"
positive,моя неподражаемая светлая Вика!!
positive,1-е видео самое збс!!
neutral,Саксофон!!!
neutral,"[id13661764|Лилия], и где это ты отдыхаешь?)))"
positive,УРА!Русский сдан!
neutral,"Частное мнение автора. Почему бы ещё не написать, что Фредрикссон пенальти-то придумал. На повторе из-за ворот ясно видно, что бельгиец Беланова даже не коснулся. Думаю, что судья понимал, что ""накосячил"", по крайней мере при втором голе, когда боковой судья, кажется испанец Санчес, сначала поднял флажок и тут же опустил. Ну, а когда исход стал ясен, можно и отдать должок..."
neutral,Сороку поймал)
neutral,Федю завтра ждем:-)
neutral,Вот так вот внезапно)))))))
neutral,Ищу художника!!!!!! нужен рисунок голубя с некоторыми дополнениями. Заплачу!
neutral,"Чем больше у человека ума, способностей, денег, власти, тем больше у него должно быть любви и нравственности.
Чем выше этажи, тем крепче должен быть фундамент.
С.Н. Лазарев."
negative,Полностью доверять людям уже не получается.
neutral,"Научитесь смеяться над тем, что вам причиняло боль, иначе вам всегда будет больно. А как научитесь, будете смеяться над тем, что вам было больно. Выбор за вами."
neutral,"Копировала с картины Поля Сезанна, которая считается одной из самых дорогих и была продана с аукциона за $60,500,000 долларов)"
neutral,А ЕТОТ  ПОХОЖЬ???*
negative,"Я устала и морально и физически мне нужны выходные, нужна подруга и алкоголь хочу танцевать, петь, орать и веселиться."
neutral,Кто хочет в футбол поиграть или поболеть?))аа?))
negative,"У нас будет огромная парковочная площадка около пляжа, но поставить машину вы там не сможете, ибо не проложено. 
Пидарасы, чо ещё сказать."
negative,"Уж лучше вообще не читать, чем такое.."
neutral,"Задача: за год обмен кроватей-саней на деревянно-титановые кровати в общаге Б гз преодолел путь с 12 этажа до 5-го. Вопрос: за какое время произойдет полное обновление кроватей, если в гз два сектора по 18 этажей и восемь секторов по 9 этажей. Башенками и распилом при закупках пренебречь."
neutral,что то улетело не туда.
neutral,"Твоя подруга так много о тебе
знает, что либо её нужно убить,
либо дружить с ней до смерти."
neutral,"Современный Адам 👈 @ Бассейн ""Юность"""
neutral,ты сечйас чиатешь этот стутас и незамачеешь что буквы стяот в рабзрос
positive,"Вчера отключили свет... Два часа провел без Интернета... Пообщался со своей семьей, оказывается, - очень приятные люди!"
neutral,пикча недели
neutral,"Внимание Санкт-Петербург!
Только 1 день, 1 августа в 19:00 единственная живая встреча с наставником Меркурия - Мариной Лиферовой! Быть Всем - обязательно! Самые свежие новости о перспективах развития нашего фонда! Ответы на все наболевшие вопросы! 2 часа живого общения!
Адрес : Лиговский проспект, дом 10 ""Гостиница Октябрьская"" Петровский конференц-зал 2-ой этаж."
neutral,Ровно 4 месяца до дома)))
neutral,[BadComedian] - V центурия (НАШ ОТВЕТ ИНДИАНЕ ДЖОНСУ)
positive,6 МЕСЯЦЕВ!!! БЛАГОДАРЯ БОГУ И ВАМ :)
neutral,"Люди, ну зачем вы режете вены? Если вам плохо, повыщипывайте себе брови, это тоже больно."
negative,Ты доверяешь - тебя предают. Ты веришь - тебя обманывают. Ты любишь - тебе изменяют. И как тут не стать эгоистичной сволочью?
negative,"Немцы, ну почему вам так не везло, а?"
positive,Моя сестрёнка Юляша)))))
neutral,Витя-Шланг ))
neutral,Просто коричнивые боты )))))
positive,"У меня сегодня большой параздник - я покрестился.
Теперь мы с Галчонком будем ещё ближе."
neutral,Подскажите название трека
neutral,Самара ул.Запорожская
neutral,"Цветная тату. Кто знает, сильно дороже монотонной?

(фото из обшественного транспорта :) )"
neutral,"Не полижешь - не встанет, не встанет - не влезет. Что Это?"
neutral,Мраморная крошка! или Битое стекло!
neutral,"До момента посыла ДУХОВНОГО ЕДИНЕНИЯ народов Святой Руси
осталось 41 час 12 минут 45"
neutral,а вот это?)
negative,"Я думал, ""тоже мне, древлит,
И хуже видели мы гнусь!""
Я думал, ""Ща за вечерок все заучу""
А оказалось - ебанусь."
positive,"Любимый сегодня год , как мы вместе .   За это время в моей жизни многое изменилось я стала совсем другая и это только благодаря  тебе …  Спасибо тебе за твою заботу за твою внимательность за любовь твою ! Ты для меня стал самым близким, самым родным человеком … Я люблю тебя !"
negative,"Проснувшись рано утром, глаза я открываю, 
и тихо повторяю - я по тебе скучаю! 
Я выхожу на кухню, я наливаю чаю… 
И снова тихим эхом - Я по тебе скучаю! 
Живу одним тобою, Других не замечаю, 
И каждую минуту… я по тебе скучаю!"
negative,"Ну вот какого хрена, мужик, ты купил этот чертов лодочный мотор?..."
neutral,Вчера/сегодня
positive,Свобода уже скоро!! 😊
neutral,"Чайки мяукают в небе как будто бы души кошек 
Без суши тяжело,но мы жить в этой луже сможем"
neutral,"Телеге нужно больше трафика, вся надежда на вас, пацаны!
В качестве бонуса - дискуссия между русофобами и патриотами внизу."
neutral,Эти три браслета уезжают у нас к трем победительницам.
neutral,"Хотелось бы умереть, на пару дней, просто посмотреть кому действительно будет плохо"
neutral,В гособоронзаказе на 2011–2020 годы не предусмотрено финансирование разработок и строительство экранопланов.
neutral,а я в свою очередь предложу вам такое зрелище!!!!
neutral,"Да, я понимаю, что не понимаю многого"
positive,я не сомневалась в вас молодцы)
neutral,Было время:D
neutral,"Смешно, когда люди говорят, что знают меня."
neutral,"приветы, епте. долгая история.. почему и как.. но я бы посоветовал тебе глянуть такое аниме, если не смотрел.. а если и смотрел то под музыку, первый раз послушав, я прослезился как распоследняя телка. но тем не менее вот захотел поделится с тобой именно этой темой. -  "
neutral,Доминируй! Властвуй! Уни...
neutral,"Учитесь радоваться без алкоголя, мечтать без наркотиков, общаться без интернета и нервничать без сигареты."
positive,Несколько минут чистого добречка )
positive,ура каникулы))
positive,ПЯЯЯЯЯЯЯЯЯЯЯТНИИИИИИИИЦААААААААААААААААААААА!11111РАСРАСКААААНИС КААААААААААНИИИИИИИИИИИИИИИКУУУУУУУУУУУУУЛЫЫЫЫЫЫЫЫЫЫЫЫЫЫЫЫЫ
positive,эти розы для прекрасной мамочки)))=_=]]
negative,мазафака я на дачу
positive,люблю тебя*)
neutral,"Добавьте себе на стену и через час у вас появится имя человека....... который вас любит ! 
Я был в шоке!......*( загрузка имени происходит от 1 минуты до 1 часа)"
negative,"Сегодня на работе за пьянство и прогулы хотела уволить работника Сергея.Он пришёл и просит не увольнять.Я ему говорю:Ты молодой 22 года неужели тебя ничего не интересует в жизни?Ты молодой ,холостой.Накопил денег ,а летом поехал отдыхать или ""тачку ""не дорогую купил бы.Вот я всю жизнь то дом строю,то машины покупаю и летом могу отдохнуть съездить.Всю жизнь чего то добиваешься ,даже учиться пошла....А он смотрит на меня с сочувствием и говорит:А вы пить не пробовали?.......ППЦ"
neutral,"Мир узнал о этой гениальной женщине-фотографе только после ее смерти. Вивиан Маейер стала широко известна после обнаружения ящиков пленки в ее гараже. Интересную судьбу Вивиан и ее красивые среднеформатрые карточки можно посмотреть в фильме ""В поисках Вивиан Майер"". Интересный стрит прошлого века!

А еще она любила селфи! Так что вот вам известное селфи!"
neutral,"Действительно друзья детства это те, у которых ты до сих пор помнишь номера домашних телефонов ) 
Лящ! Я только твой и помню)))))"
neutral,"Любовник - это любимый мужчина, которого кормить и обстирывать не обязательно."
neutral,"Настоящий Новый год – это снежные сугробы, живые ели, вкусный стол, веселый фейерверк и хорошие люди рядом. Все это вы найдете в Карпатах.
  Новый год и Рождество - это сказочные праздники и всегда хочется окружить  себя всем, что с этим связанно... Вот нас всех и ждет снег, санки,
лижи, сноуборды, вечера с песнями и танцами...
 Так же в свободное время у нас будет возможность уединиться и отдохнуть в сауне.Так же можно заказать 
 экскурсии  по Закарпатью. Вы посетите неприступный Мукачевский замок ""Паланок"", искупаетесь в минеральных термальных водах Берегово украинских
 Карловых Варах, находящихся всего в километре от Венгрии. Вас ждет кормление  кабанов и
 культурный центр Закарпатья Ужгород.
Мотель Трембита превратит Ваш отпуск в настоящую зимнюю сказку!

"
neutral,дежурные актеры Кустурицы)
neutral,обама на всю Америку кричит на Американцев козлы козлы козлы
neutral,На Хип-Хопе)
neutral,"  - мои милые друзья, голосуйте за меня! )))"
negative,"Кургинян на твоих глазах становится пророком, а ты зацепился извилинами за образ и обзываешь умного человека, во всяком случае гораздо более умного, чем ты"
neutral,"Помогите! Какое слово из 6 букв загадано на картинках?
Возможные буквы: Е Ю Д А Я У Р Л Ъ Г Б М Ы Х

Присоединяйтесь к игре: "
neutral,Вот это поворот! 
positive,#Я_на_солнышке_лежу
neutral,На новых территориях Москвы боятся «понаехавших»
neutral,"Поврежденная о голову крепкого гопника рука оказалась практически в порядке - просто сильный ушиб, никаких переломов и трещин. Через неделю будет как новая.

Мораль - надо тренироваться, блеать! Один жалкий гопник и то оказался некоторой проблемой, на решение которой ушло несколько минут - а таких по большому счету надо сваливать пачками! Хорошо хоть остальных 4х Астарта удержала от подключения к драке."
neutral,инженер-исследователь!
negative,"Дорогой заходи на мою страничку! Любуйся, вспоминай, скучай и ДРОЧИ сука! Пойми, кого ты проебал"
positive,сладкая -сладкая :*
negative,Заболела((((
positive,Мой любимый клип
negative,"О, Депрессия! Здравствуй,давно не виделись! Заходи,располагайся?...Чай, кофе илисразу водочки?"
positive,Малышка..😉☺
negative,"Как трудно жить,когда тебя бросили..."
negative,Работа - средство для убивания свободного времени и личной жизни.
neutral,"Купил грузовик и вообще не жалею, никого…"
neutral,никто не доживет до смерти. все умрут еще при жизни
positive,Ярик сегодня стал папой двух сыночков и лапочки дочки! Ура!!!
neutral,Открыл сезон 2014 )
positive,Ура!!!! Отпуск стартовал!
positive,Люблю тебя)))***
negative,"Между нами висел плафон.
Трепетала юбчонка весенняя...
Ты хотела 5-й айфон.
Я хотел почитать Есенина.

Не куплю - не услышу твой стон,
И в тебя не выброшу семя я.
Я куплю твой сраный айфон.
***
Но кому б почитать Есенина..?"
negative,"Но вдруг все мечты пошли прахом,
Ведь он хотел меня просто…"
neutral,мне оказывается 35!!
positive,тащусь от этой темки)))
neutral,От нечего делать))
neutral,"RRT картинг, заезжал кто-нибудь? ) Моё 31.89 сек."
neutral,"Где альбом ""Winter"", блеать?"
neutral,"Друзья, помогите найти красивое помещение для фотосессии!!!! 
Очень нужно!!! Срочно!!! 
В подобном стиле👇🏻"
positive,послушай её. она потрясающая. я скачала альбом и слушаю его раз пятый!
negative,"Жил был человек, веселый такой, жизнь любил, шутки шутил. Но потом влюбился, и скис в говно"
neutral,У меня есть сердце?!)))
neutral,"Девушку не в Online надо ждать, а с букетом у ее дома."
neutral,25 - Тёмка ягодка опять !
negative,Сукииииииииииииииииии
positive,"Потрясающе вкусный бисквитный торт с творожно-кремовой начинкой и взбитыми сливками😋😍🎂.. 
А главное диетический😃😃😃"
negative,"Любимый, я скучаю....=*"
neutral,что-то мне это напоминает
neutral,Встреча 1часть. Школа Щетинина
neutral,Ул. Грибоедова 35
neutral,#shaving  @ Микрорайон Аничково
negative,"я не хочу в это верить, это сон.. разбудите меня 1 июня."
negative,Вытащили кошелек в электричке с приличным количеством бабла(((( поддержите добрым словом! Настроение ни к черту.
negative,"Бандеры гадят на страничке Татьяны Поп, я там им отвечаю)) 

"
neutral,Это мой дружбан Бутяха в детстве)
neutral,"Совместная работа.
Артем Воронин и Олег Сидоров"
neutral,"Экспромтик про интернет-бойцов: На улице дождь, в компьютере вождь..."
neutral,нравиться*
neutral,"В гей-сообществе ничего не знают о гей-параде, ""запланированном"" Охлобыстиным на 19 января"
neutral,"Все теперь это ты, офсияльна!!!"
neutral,Разговор с музыкальным критиком
neutral,"Day 3 - Песня, от которой вам радостно. Скорее всего это она)"
positive,"снова отстригла волосы. удивительно, но мне нравится о_О"
neutral,На Ольги Форш взорвалось взрывное устройство.
positive,Ездить на мотоцикле - изумительно круто..!!
negative,Бирж нахуй я так сказал
neutral,Зонт возьмёшь – дождя не будет.
positive,смешно))))
positive,Мороз и солнце; день чудесный!
neutral,Представьте что вам на всё похуй.
positive,Шикарный букет☺️
neutral,До конца света осталось 85ДНЕЙ ^_^
neutral,"Как Вам такое обсуждение голосования на ЛитСталкере?
Даже Вас мельком упомянули..."
positive,"Влюбилась, дурочка!"
positive,"Ты, я, жизнь, мир. Нам все неподвластно.
Но ты – мой кумир.
Мы в чем-то похожи, а в чем-то не очень, 
Но любим друг друга – это уж точно!
Если ты долго мне не звонишь, 
Я думаю: Может, забыла?
А, может, грустишь?
Ты для меня человечек родной,
С тобою мне просто, свободно, легко.
И все, что могу, готова отдать, 
Ты будь только рядом.
Я очень боюсь тебя потерять!"
positive,В Тамбове ЖАРА!!!В Тамбове ЖАРА!!!
neutral,"Денис, смотри! Тут такие сладкие цыпочки, выбирай любую.
"
negative,"у меня сложный период в жизни.
я пытаюсь понять, почему я такая дура."
neutral,Семён на ловле раков ))))))
positive,Первый снег))))))
neutral,"Призвал персонажа ""Призрак гробниц Именанд""
"
positive,Слава России! Путину Слава!
positive,"Береги тех, кто рядом, цени того, кто забыл свою гордость ради тебя, кто многое прощал и всегда ждал... Бог посылает нам таких людей лишь однажды."
neutral,"ооо,вот ещё,слушайте пожалуйсто"
positive,Я тебя люблю..=*
neutral,мы заняли 2 место в театре
neutral,Я оценила твою сексуальность. Посмотри ответ здесь: 
neutral,"Заехал Димчик, сделал ему под обложку фоточку, заодно проверил новый фильтр :3"
neutral,"Я никого никогда не держу... Потому что тот, кто любит - все равно останется, а тот, кто не любит - все равно уйдет."
neutral,Волк и хрюша
neutral,Добавляйтесь)
negative,мамаааа мени плохо
positive,"Катание на ""ватрушках"" это, скажу я вам, клёво !!!"
positive,есть! есть! есть!
negative,"Масштаб поражает, но где ж взять столько денег на это? О_о Было бы круто, если бы вы еще и делали некие финансовые отчеты - может, и не так страшен черт, как его малюют :)"
positive,вспомним молодость)
neutral,"Набор желающих на онлайн по котику и подробная информация на форуме аммигуруми 
 
Нужна регистрация 
 
Стоимость участия 200 руб (50 грн)."
neutral,"Серая ветка дальше Савеловской пока не едет. До Савеловской поезда едут очень медленно, с кучей остановок в перегоне. Сама платформа Савеловской забита до отказа. Лучше сюда не ехать."
neutral,Почему не выпускают корм для кошек со вкусом мышей?
positive,Наконец то😌
negative,"Всегда,ожидая от праздника большего,чем произошло,а от человека-большего чем он стоит,мы ошибаемся...итог-разочерование..."
negative,с 02.04.2012 в общем счёте я потерял в пустую 116 часов...
positive,даа. давай уже. потому что соскучилась как говенная свинья.
neutral,"влюблена в [id30699511|Игоря]..... боже, ну и статус))))"
neutral,Добавлю в союз!!!
neutral,свалил на полигон. буду 2-го мая.
negative,"Очередная порция космолажи от Вачовски. Трудно поверить, что это создатели ""Матрицы"" родили подобное третьесортное кино, щедро приправленное отвратительной безэмоциональной игрой Кунис и Татума. Отсутствие внятного сюжета и логики, перенасыщенность сумбуром и откровенным маразмом -всё, чем запомнился фильм. 2 часа, потраченные на волкоорла и летающих варанов. Вачовски, позор на оба ваших дома."
positive,"Гордишься тем, что у тебя вконтакте три сотни друзей?.. А я горжусь тремя... но настоящими."
neutral,"Я нарубила про тебя правду-матку! Чтобы поколоть об неё глаза - заходи в приложение!
"
neutral,Самка броненосца обладает уникальной способностью: при стрессовых ситуация она может задержать роды до вух лет О_о Однако.
negative,"Эй, дегенератишка, разве еще не все тебе подобные передохли?"
neutral,фотошоп или натуральная  ?
neutral,"Привет, Константин! Отправляю тебе предложение по продукту. Если нужна моя консультация - звони, я на связи!"
neutral,Задумайтесь.
positive,Фуух...вот это день сегодня был))))))))
neutral,"я никогда не парюсь,
что кому-то там не нравлюсь."
neutral,"Немного свежих памирских картинок про Аличурскую долину. Это высокогорная равнина (3800-4000 м.), в основном покрытая заболоченным солончаком (сыртом). По долине течет река с неожиданным названием Аличур. Там же находится кишлак с еще более удивительным именем Аличур.

Как и весь Памир, место суровое, но живописное, благодаря своим озерам и фактурным горам вокруг.

Все готовые на текущий момент памирские фотографии живут здесь: "
negative,"Нам так мало лет, а мы уже по горло сыты этим миром.(с)"
negative,Мурманске экологи ахуели. Рисуют прямо на фасадах домов.
positive,"Прекрасная лекция о современном Китае была сегодня в Lady Jane (хотя сам бар ужасно не понравился). Наконец, узнала, почему китайцы ценят и поддерживают единственную в стране партию. И нет, не из-за промытых мозгов."
positive,"обожаю жить в Бердянске!!! это лучший город! после работы идешь на море, на выходных просыпаешься - идешь на море!)) и купальник с сумки можно не выкладывать)) особенно когда лето начинается в апреле))) 
..и неделями не поверяешь сообщения в контакте)))"
neutral,"Детские зимние термоботинки Цена 250 грн.Размеры 27 28 29 29 30 30 31 32 Ботинки под любые штаны. Ножке тепло и комфортно.Бронируйте размеры,сапоги у меня будут через недельку"
positive,Это шедевр! /
neutral,Я могу набрать 56 слов в минуту. Вы можете больше?
positive,Наш первый Новый Год
positive,ммм...как много уже сделано из этого списочка...))))
positive,"Кукуськи, мои любимые))* Люблю вас))*"
positive,"[id5969635|Алексей], супер, красавец)))))))) Тебе очень идёт))))))) Очень хорошее фото получилось))))"
positive,"Ссоримся? - да.
Бесим друг друга? - да.
Но мы же с ней братюни навек..."
neutral,"КАКАЯ У DMITRY OREKHOV САМАЯ СМЕШНАЯ ПРИВЫЧКА?

пукать во время игры в мафию)
"
negative,Лайк если тоже лень идти в шк😠😵
positive,"Охуенно выступил, братишка!"
negative,"Что-то мне сегодня повсюду сплошная huida мерещится... начиная от магазина, заканчивая собственным туалетом... @ Бухта Витязь,Приморский Край"
positive,Тебе понравится))
neutral,"Самый лучший опыт - это опыт через боль души. И чем больше тебе ранят душу или перемалывают твое нутро в фарш, тем больше ты понимаешь себя, тем ценнее то, что ты в себе находишь. В очередной раз умерев, как птица Феникс, ты возрождаешься снова и снова... и снова и снова пишешь свой опыт в музыке, отражая состояние души, чтобы не забывать..."
positive,14 группа!!))) Айда в среду на всю ночь в мафию на Печерске =)) Не будьте занудами) мы заслужили это!!
neutral,было романтическое настроение в маршрутке)
neutral,"Что будет дальше, первая серия фильма ""История будущего"". Фильм начинается с 35-й минуты:
"
positive,"Я хочу поднять тебе настроение!

"
neutral,"Каждому человеку, которому ты даришь доверие, ты даешь
 в руки нож. Им он может тебя защитить или уничтожить."
negative,aхуеть теперь.
negative,Мертво-бездушная часть как всегда ждет разочарования... Но с ним ещё можно поспорить... Пока есть время... :)
positive,=) Пандочка
positive,"Мне кажется, тебе должно понравиться!"
positive,Выходные с любимыми подругами:*
positive,вот эта вообще крутая
neutral,Ежемесячная газета «ВеРа»
neutral,"Вот ведь парадокс. Есть люди злые, но душевные и отзывчивые. А есть добрые - но никакущие совершенно. Теплые и мягкие. Как говно."
neutral,"Хачу, ни хачу... Полетели !!!"
positive,На работу к половине второго... Прикольный график)
negative,"Как так получилось, что уже понедельник? :("
positive,А у нас скоро год!!!
positive,"интересно, а женский род бро будет БРА???))) ахахаха"
neutral,"вот тебе железная дорога, что бы ты всегда знал, что есть верный путь домой..."
neutral,"Будни в школе.  Кушай кашу, кашалот!"
negative,- просто картинка. просто пизец)
neutral,"я нашла парней для нашей подруги 







"
positive,Утренняя Гавана прекрасна!
negative,"доминируй,властвуй,УНИЖАЙ"
neutral,Ибрагим Вам что-нибудь говорит??
positive,в конце повеселило)))
neutral,"""я тебя люблю"" —
самая популярная
шутка сегодня."
negative,скучно..хочу гулять..звоните 0936171816
positive,"История о том, как я съездила в Выборг😊 Наконец-то и я открыла для себя ""Маленькую Европу""🏰😍"
positive,Ахах)))))Красавчик)))))
neutral,"Иногда, чтобы идти дальше, нужно остановиться.
Я."
positive,"Это, мать твою, божественно!"
neutral,"[id64808824|Витёк], не надо использовать мои слова))) ну вообще в натуре перепало седня норм))) Не завидую фанам Барсы)"
positive,во блин тоже хочу фото с гордоном фриманом! это же HL
positive,"Чем больше целуемся,тем менше говорим глупости...:-***)"
positive,"вот так вот я популярная, детки =)"
positive,"Мои самые красивые девочки and самый крутой и милый мальчик ♥
Люблю вас очень-очень 💕"
positive,"Поцелую нежно мягкие ручонки,
Прикоснусь губами к носику едва,

Сердце мое тает от любви к дочурке,

Для меня нет в мире лучше существа!

Маленькая крошка спит себе беспечно,

Крохотные пальчики сжаты в кулачок.

Станет первой умницей в будущем, конечно,

Хоть пока девчонка - кнопка с ноготок!

Милая малышка, солнечный мой лучик,

Я тобой любуюсь, радость не тая.

Будь здорова, счастлива, лучшая из дочек!"
neutral,Все худею) талия уже 57см...
positive,мои любчики)))))
positive,Я очень дорожу своей половинкой...
neutral,я когда смотрела у меня слёзы наворачивались)
positive,"Да чтоб вам, друзьям моим, утонуть в любви! 
Да чтоб вы провалились в паутине нежности!
Да пропадите вы на мальдивах на месяц!
Да я вас видеть не хочу... грустными! =)"
neutral,"Мы только странники в пути
Идущие у края бездны,
Находим и теряем вновь
И все советы бесполезны...
Миг встречи двух родных сердец
Так короток и так прекрасен
В потоке солнечных лучей
И одеяле нежной страсти...
Придет на смену летних дней
Грусть осени и тихий ветер
И время вновь разъединит
Священно целое на части..."
positive,"что то так вспомнилось)))
хах, кажется за эту песню мы подрались???))"
negative,"Будьте осторожны в своих желаниях! Мечталось мне погулять по лесу в хорошую погоду . Вчера ""погуляла"".  С 25 кг средствами индивидуальной бронезащиты, оружием  и др причиндалами, после бессонной ночи в карауле, марш бросок и прочёс леса с буреломом. Под коварную команду летёхи ""газы!"" с намордником на, соответственно, морде. .А  погода и впрямь была отличной!..Хех.."
negative,лопается мозг от сопромата
neutral,помогите с вышматом!
positive,какие лапочки!!! а кто из них девочка? =)
positive,я тебя очень-очень-очень-очень сильно люблю!!!!!!!
neutral,"Моей подружке!!!
"
neutral,Друзья! Есть у кого знакомые дизайнеры кто учится на заочке сейчас? (именно графический дизайн) Буду очень благодарен если скинете ссылочки на таких персонажей :) Очень помощь нужна — расцелую!
neutral,"Практики по инфе не будет на этой неделе, моё лицо :)"
positive,ха!!!! я это сделала!!!! они мои!!! пиздец вам... пешеходы!!!
positive,"было охеренно, особенно дорога домой"
neutral,сегодня первый раз за 3 года одел шапку.
