text,label,id,y_true,pred_classical,pred_bert,pred_hybrid,classical_correct,bert_correct,hybrid_correct
"@Iamflowerfrog 🥺 нуу вот как можно быть такой прелестной, ты мне скажи
даа как минимум до альбома вэйви",positive,1258866171983659008,positive,neutral,positive,positive,False,True,True
@wetal1234 Парадокс.,neutral,1316973648583004162,neutral,positive,neutral,neutral,False,True,True
моя подруга вручила мне зенитовский брелок со словами с прошедшим тебя бомжиха друзья правильные 5 звезд из 5,positive,1295088252626571266,positive,neutral,positive,positive,False,True,True
@kakjitetyjizn Все еще смешно да? Надо было его в красный ебнуть для достоверности👌🏻,negative,1315761582777958400,negative,positive,negative,negative,False,True,True
"да, я буду ретвитить все ассоциации со мной, с которых я кайфую, потому что мне невероятно тепло просто всё это перечитывать и представлять.",positive,1249048120010379272,positive,negative,positive,positive,False,True,True
"@aavst @navalny Ну не удивительно, если вся страна друг друга спрашивает: Ну что, смотрел/а?9",neutral,1315276725429960705,neutral,negative,neutral,neutral,False,True,True
"Не знаю как вы, но я обожаю смотреть фильмы ужасов ночью",positive,1291747678242721792,positive,negative,positive,positive,False,True,True
"если я не потрахаюсь в этом жизни с хосоком, то в чем смысл",negative,1256283294406148102,negative,neutral,negative,negative,False,True,True
"@dhvaymarin_a Это с 2018 года, раньше было больше, особенно ориджиналов
10+ макси я начинала, писала страниц по десять и бросала",neutral,1318270162454368259,neutral,negative,neutral,neutral,False,True,True
"@FilippFilipovic Теща. А что, звучит задорно!)))",positive,1250056237770838016,positive,neutral,positive,positive,False,True,True
@roman_yuneman Вы тупые или сознательно дурите? У белорусов был кандидат.,negative,1292674116101840897,negative,neutral,negative,negative,False,True,True
@omniologija @alquimi30201886 @djvucicevic Браво 👏👏👏 завидан интелект 😂😂😂,positive,1247988898866900992,positive,neutral,positive,positive,False,True,True
