text,label,id,y_true,pred_classical,pred_bert,pred_hybrid,classical_correct,bert_correct,hybrid_correct
А прикиньте наше государство воспользуется сложившейся ситуацией и не откроет границы больше никогда. И мы станем Северной Кореей.,negative,1255926937953931267,negative,neutral,neutral,neutral,False,False,False
"@dimsmirnov175 Какой-то кооператив пиндоский сделал мокшанский роскосмос, уже навсегда...",negative,1266814449358385153,negative,neutral,positive,positive,False,False,False
"закрыла две банки. 
впервые в жизни.
пока что держатся)",positive,1301535535408787456,positive,negative,neutral,negative,False,False,False
@sanmytwilight ТОЛЬКО НЕ ОПЯТЬ,negative,1270344237213782016,negative,neutral,neutral,neutral,False,False,False
"@leejooli нам придётся привыкать ко всему вновь :,)",positive,1249652229818245120,positive,negative,neutral,neutral,False,False,False
ЧРЕЗВЫЧАЙНО! У МАТВИЕНКО ИНФАРКТА ОТ ЕГО СЛОВ! МАРХАЕВ С ТРИБУНЫ УКОКОШИ... https://t.co/ElhpXRIabA через @YouTube,negative,1335262965688389632,negative,neutral,positive,neutral,False,False,False
"@bookierating Вот если бы в МЮ то да, а так фуфло",negative,1330414534826352640,negative,neutral,neutral,neutral,False,False,False
"@fuckin_imp ахаххахах. я бы скинула, но у меня есть только доя собрания одуванчиков🥺",negative,1277909796927213569,negative,neutral,positive,positive,False,False,False
"Ой, в Google себя нашёл!
😊👍 https://t.co/9sTmSa4bXm",positive,1286562377668997122,positive,neutral,neutral,neutral,False,False,False
"@Raziil_kruger Иди уже передерни,ну сколько можно то",negative,1224619029719134210,negative,neutral,neutral,neutral,False,False,False
"@pixel_texel @heroin_witch О времена, о нравы!",negative,1332281906038235136,negative,neutral,positive,positive,False,False,False
"Из всего что тут происходило,я понял что мы все тут друг другу родственники 😂",positive,1249771612276219905,positive,neutral,neutral,neutral,False,False,False
Бля оруу https://t.co/oOI7AQQgYP,positive,1214501244393459712,positive,negative,negative,negative,False,False,False
"у меня из-за диверсанта при слове «берлин» уже дёргается глаз
а вы как смотрите матч униона с баварией
#FCUFCB",negative,1262053230642630656,negative,neutral,neutral,neutral,False,False,False
@FwLitqW98LQzxSy Понимаешь даже когда я не сказала про это💕,positive,1330942836741648399,positive,neutral,neutral,neutral,False,False,False
@miss__kennedy Тууууут)0),positive,1223316757022158850,positive,negative,neutral,neutral,False,False,False
@Zamoro4ka_rus Чё сегодня у все б@б настроение такое😬,negative,1238779700455112709,negative,neutral,positive,positive,False,False,False
"не извиняюсь🗿🤟
у меня закончились длинные карандаши которыми я обично расписываю-
поищу короткие😔👊 https://t.co/hGYErVOg4i",neutral,1275155053561753600,neutral,negative,negative,negative,False,False,False
"@hedgehogbez ДА!
ЗА РОДИНУ!
ЗА ОТЕЧЕСТВО!
(пусть оно у нас и разное, русские так-то тоже не сдаются)",positive,1227319079364702208,positive,negative,negative,negative,False,False,False
"@asambller та в никсы, куда ж ещё))",neutral,1283425302513963008,neutral,positive,negative,negative,False,False,False
"@MochalovRussia @ntvru Если  он  поднял  руку на маленького, скорее  всего  у  него  трепетно- бережливое отношение к себе",neutral,1265700408695103488,neutral,negative,positive,positive,False,False,False
@aloyelka Жесть)),negative,1297253964740780034,negative,neutral,neutral,neutral,False,False,False
@idinamoyhuec каждый раз когда ты выкладываешь видео мой топ самых любимых элитов сотрясается это что такое??????,positive,1272264121145270273,positive,neutral,negative,negative,False,False,False
@not_u_clowness Да самый главный клоун он,negative,1307263310534934528,negative,positive,neutral,neutral,False,False,False
БЛЯ АХХПХАХХПХ https://t.co/AzjKhdz3uq,negative,1262837565511565314,negative,positive,positive,positive,False,False,False
"если я сегодня не схожу в мак, то я отказываюсь учиться",negative,1300660599400132618,negative,neutral,neutral,neutral,False,False,False
@a3minyard я думал твое любимое детк,neutral,1254203137721761792,neutral,positive,positive,positive,False,False,False
@lyntikheh вы арестованы за кражу чужих сантиметров:)👮,positive,1253739033810931713,positive,neutral,negative,negative,False,False,False
За сутки более шести тысяч больных COVID-19 https://t.co/1MUEtXIgdD,negative,1341361093638303746,negative,neutral,neutral,neutral,False,False,False
@abstruse_cook Срочно нужна гиждуванская керамика в следующий раз 😁,positive,1266780316112388096,positive,neutral,neutral,neutral,False,False,False
"@Zhannin123 Нее,надо сказать, будет думать неделю до чего обеднел мирр",negative,1323893168052514816,negative,neutral,neutral,neutral,False,False,False
@sm1lnbptnt хотелось бы,positive,1248558208526016516,positive,neutral,neutral,neutral,False,False,False
Ты опять не выходишь из моей головы..,neutral,1268983684700549122,neutral,negative,negative,negative,False,False,False
"@mediazzzona Черножопому телу 
Молодой захотелось ...
В 32 на зоне станешь Гульчатай .",negative,1304293407737761793,negative,neutral,positive,neutral,False,False,False
"@1A6zNzORhEWMA3X @mr1717mailru1 Да кожу снять, чего уж там",negative,1234349626242850816,negative,neutral,neutral,neutral,False,False,False
Ну что девочки снова привыкаем к статусу одиночки,negative,1303328369703084032,negative,neutral,neutral,neutral,False,False,False
О Владе Листьеве и загадочной зачистке «Останкино» 25 лет назад https://t.co/6Xk4UGFFg6 https://t.co/qeMwFwdghu,negative,1235282623989198848,negative,neutral,neutral,neutral,False,False,False
"@69notyourfriend @jonmsokk @wttwinter пхахаха сук,но это ж рофл. у него там свои шуры муры есть,а мы просто братаны, алло.",neutral,1320047783970295808,neutral,positive,negative,negative,False,False,False
"В Антоповке два часа не будет света

  https://t.co/olq7nAYMYQ https://t.co/8P1kp4BshJ",negative,1343803222931210240,negative,neutral,neutral,neutral,False,False,False
Ты знаешь что я могу.,positive,1301571702900641792,positive,negative,neutral,neutral,False,False,False
@Vash_Glycine эх а вокруг всё равно мемы,negative,1238920620697624577,negative,neutral,neutral,neutral,False,False,False
Банки Украины перед проблемой: некуда инвестировать деньги — Страна.UA https://t.co/Ifkr8FjI5X,negative,1284982236538785792,negative,neutral,neutral,neutral,False,False,False
"Начало конца нефтяной иглы.

https://t.co/apN1p8b6gb",negative,1270800585881800707,negative,neutral,neutral,neutral,False,False,False
@rj_seokjina ГО А ТО Я УЖЕ НАЧИНАПЮ ПРИВЫКАТЬ К ТЕБЕ С МОИМ,positive,1316039216355258373,positive,negative,negative,negative,False,False,False
Я УВЕРЕНА ОНИ ПОЛУЧАТ ЭТУ НАГРАДУ 😭👊,negative,1331292176152670212,negative,neutral,positive,positive,False,False,False
"Доброе утро, пипец я вчера вырубилась",neutral,1330368179357540353,neutral,positive,negative,positive,False,False,False
Большой Новогодний Мандарин,positive,1341728053286854658,positive,neutral,neutral,neutral,False,False,False
"@b14ck_Q кто пустил авторку в твиттер 😡😡😡, может, у неё ещё и даниил — гей 😱😱😱",negative,1227196752484323329,negative,neutral,neutral,neutral,False,False,False
"@lenywitz ОПАСНЫЙ, но только немножко",negative,1301334569543782400,negative,neutral,neutral,neutral,False,False,False
Или под трубой под волнами ты скоро будешь с мусульманами,negative,1219368549615050753,negative,neutral,neutral,neutral,False,False,False
он похож на крысу,negative,1320015684974366720,negative,neutral,neutral,neutral,False,False,False
"@smerekaaa Если уж вообще покрасите,то ещё вскрытые вены нужны",negative,1311533044877217792,negative,neutral,neutral,neutral,False,False,False
"я скучаю по эксван
когда уже произойдёт то, чего мы все так долго ждём?
https://t.co/9fFNgaInSw",positive,1241371948095090693,positive,neutral,negative,negative,False,False,False
@thecatkaliko Чизбургер💅✊,positive,1301868676409446400,positive,neutral,neutral,neutral,False,False,False
"Жду одну штукенцию.
Надеюсь, на успех.
Чтоб не нервничать, твичу.
Не обрашайте внимание🤗🥳",positive,1335925829289844738,positive,negative,negative,negative,False,False,False
@Lylinn_ Просто так захотелось,neutral,1276669532841472000,neutral,positive,positive,positive,False,False,False
@JustGeo51410170 Держу планку),positive,1320436025555038208,positive,neutral,neutral,neutral,False,False,False
@fontanka_news Считать научитесь.,negative,1341451506046947335,negative,neutral,neutral,neutral,False,False,False
"@BandurovV @tweet_matveev Худшие или меньше всех занижали? 
А то еще похвалят :)",neutral,1337746505336320000,neutral,negative,negative,negative,False,False,False
"Пойду завтра слушать Сашу Долгополова на халяву.
А все почему? Потому что моя девушка достала халявные билеты.
Я щитаю это победа!",positive,1333815356171948034,positive,neutral,negative,negative,False,False,False
Моя любимая часть https://t.co/HGiOLkp8dE,neutral,1274378746615812097,neutral,positive,positive,positive,False,False,False
@azicrowlover @AveMaterDei Я не буду отвечать на этот вопрос.....,negative,1300575819962748929,negative,neutral,neutral,neutral,False,False,False
"помню я одно время постоянно пила пепси 
что в какой-то момент друзья начинали меня УМОЛЯТЬ ПРЕКРАТИТЬ",neutral,1263921491114110978,neutral,negative,negative,negative,False,False,False
"Шикамару:
-я не боюсь твоего бога. ведь мы исповедуем разные религии. я верю 

Я:
-в Аллаха☝🏻",neutral,1241045316687859715,neutral,positive,negative,positive,False,False,False
@SGI_twt я где-то тихо гыгыкаю в сторонке,positive,1301928176814370816,positive,neutral,neutral,neutral,False,False,False
@beshtash Остаются настоящие кыргызы сильные из сильнейших.,positive,1314926513637281794,positive,neutral,neutral,neutral,False,False,False
@irisha200881 По обоюдному 😜 даже и забыла такое😇,positive,1238052378781323265,positive,neutral,neutral,neutral,False,False,False
Пиzдато уложил волосы https://t.co/M2pexm6NEj,positive,1236192712493355008,positive,neutral,neutral,neutral,False,False,False
"Я так и не купил подарок матери, потому что не знаю что ей нужно 😶👍",negative,1344034673006157838,negative,neutral,neutral,neutral,False,False,False
я стремлюсь к ее уровню,positive,1316801950554488833,positive,neutral,negative,neutral,False,False,False
"@zmeitsssa я только собиралась тебе писать, да, покупать!!!",positive,1268760027596124165,positive,negative,neutral,neutral,False,False,False
@yesunshi выглядит слишком неправдоподобно,neutral,1338171853920227330,neutral,positive,negative,negative,False,False,False
"@exi_non но знаешь, если понадобится, меня можешь хватать и мне высказываться, нет нерешаемой проблемы",neutral,1257790173615665152,neutral,negative,negative,negative,False,False,False
а квесты всë сложнее и непонятнее ну щас подумаю https://t.co/QBdkS13xtO,negative,1315654330247249923,negative,neutral,neutral,neutral,False,False,False
я просто устала их прятать.,neutral,1284567491159752704,neutral,negative,negative,negative,False,False,False
@zhlobyara @ObsoleteKotik пора доставать волшебную палочьку,neutral,1298586419632513024,neutral,negative,positive,positive,False,False,False
"@dimsmirnov175 То есть Вы считаете, что помогать не надо? Позор",negative,1292339347757441024,negative,neutral,neutral,neutral,False,False,False
"@d5SayyUAL0rLSBL Столько людей смотрят КВН? Удивлён! Как можно смотреть всю эту ПавелВольню и прочую ""пельменятину""?",negative,1284751256209305601,negative,positive,positive,positive,False,False,False
"2 банана, потому что я не хочу есть целый день. А из-за того что в бананах много калорий, то типо покушала.🗿👍",neutral,1253943904593944576,neutral,negative,negative,negative,False,False,False
Хаотично задалбываю подружек гиперфиксацией на утапри,negative,1312464306189955072,negative,neutral,neutral,neutral,False,False,False
"о грудном кормлении малышей: как удобно, что ты и есть еда. не нужно готовить",positive,1331590265342210049,positive,neutral,neutral,neutral,False,False,False
"@Stan_Mikaela Юи в какой-то мере тоже был эгоистом, но Мика не отвернулся от него и продолжал любить 🤧",neutral,1312371981166284800,neutral,negative,positive,positive,False,False,False
"лежим с альтер на батуте, пытаемся фотографировать звезды https://t.co/8IzNfa8ngz",positive,1290747244451442690,positive,neutral,neutral,neutral,False,False,False
@Subolta а у меня помидорки вылупились... 👉👈 https://t.co/E59WplzVnQ,positive,1246492190852988929,positive,neutral,neutral,neutral,False,False,False
"@ChristineSallot @laliemerald С контактным руководителем дипломная вообще не страшна, выбирай с умом ☝️",positive,1321079977052430336,positive,neutral,negative,negative,False,False,False
"@negeorgeweasley если я закажу тебе гроб, то ты будешь счастлив?????",negative,1317919208257224705,negative,positive,positive,positive,False,False,False
"@yepavocado ВСЕ РЕШЕНО 
МАМА Я ГЕЙ
ПАПА Я ГЕЙ
МОЖЕТЕ ПРОСТО ПРООМООЛЧААТЬ",negative,1288772075394682880,negative,neutral,positive,neutral,False,False,False
"@RenardsCorner Можно. И не бойся обращаться ко мне на ""ты"", я вовсе не против.
*бережно обнимает*",positive,1331521063516311553,positive,negative,neutral,negative,False,False,False
@mcandrewbad @eliseyatwo @enkwik Зотейник какой 😏,positive,1216773479221035014,positive,neutral,neutral,neutral,False,False,False
@udaff_ka Хорошие шасси.Наши бы пробили корпус.,positive,1221216610322649089,positive,neutral,neutral,neutral,False,False,False
"@death4grip Ну тады, кажется, пора эволюционировать).",positive,1265242105456332801,positive,neutral,neutral,neutral,False,False,False
@primernaya69 Арми устроили БУНТ!,negative,1338463320295215110,negative,neutral,neutral,neutral,False,False,False
@iffangsia Могу говорить о них мильон часов 😌✨,positive,1313474927958388737,positive,negative,neutral,neutral,False,False,False
@Marishka1970 @SINIY_BOMj Токоприебников? Задумался,negative,1297516540758315019,negative,neutral,neutral,neutral,False,False,False
@pMU8mWLk6NxejKS @matmamont @tikhon2021 @Olegvasin721 Ага и паяльников с утюгами в 90-е не было...,negative,1286917870082039808,negative,neutral,neutral,neutral,False,False,False
В инстаграме всегда у всех все хорошо. В тви можно писать правду,neutral,1313502132176330753,neutral,positive,positive,positive,False,False,False
киуфанада Кинас фана склон молчания одна из долин национального парка керри долбанная Ирландия,negative,1223672157194149891,negative,neutral,neutral,neutral,False,False,False
@harvonditta Мне нужно перевести дыхание от увиденного... https://t.co/ECS5jADut0,negative,1326436212287164417,negative,neutral,neutral,neutral,False,False,False
"@cute_x_cherry та нет, много есть. как-то не хочется читать почему.",negative,1215267338213302274,negative,neutral,neutral,neutral,False,False,False
"То, что сегодня произошло буквально выходит за рамки понимания, минус, я не понимаю",negative,1276651262470246400,negative,neutral,neutral,neutral,False,False,False
@fox_stpd Дай обниму https://t.co/kGlwb2QH9d,positive,1336644716209860608,positive,neutral,neutral,neutral,False,False,False
@Sakai_Horomi Звучит клево,positive,1339308707444830213,positive,neutral,negative,neutral,False,False,False
это разумеется дурацкий порыв длиной в день мб больше НО ЧТО ЕСЛИ Я ДЕЙСТВИТЕЛЬНО СЯДУ И ВЫУЧУ АААААА,positive,1315415754041327616,positive,negative,negative,negative,False,False,False
"@shvetsmusor Ну почему бы и нет, интересно же",positive,1322988490225831937,positive,neutral,neutral,neutral,False,False,False
ничего так не радует как продленная лицензия на jetbrains,positive,1317056704153083905,positive,negative,neutral,neutral,False,False,False
@kidksyu @ayamin_di @CryingFoal КОНЕЧНО ДА,positive,1336286552012578816,positive,neutral,neutral,neutral,False,False,False
Надеюсь ухо не отвалится,neutral,1321168950810550288,neutral,negative,negative,negative,False,False,False
@_chiki_briki Меня держали в заложниках😔,negative,1316108896335953922,negative,neutral,positive,positive,False,False,False
@ksekasss @s__persh Вас давно выпустили из нижнего интернета?,negative,1321722582173929472,negative,neutral,neutral,neutral,False,False,False
@luccapon спасибо за понимание пойдём водочки хряпнем....,positive,1298738869962186752,positive,neutral,neutral,neutral,False,False,False
"@sir_assler да блять давай говорим по русский 😂😂
да я плохая и честная девушка😌😌😌",neutral,1291520627967430657,neutral,negative,negative,negative,False,False,False
"@stupidbrock Вот и хочется, и колется... Я попробую, пожалуй, зря, что ли, парик укладывал? Х)",positive,1266580705003343872,positive,neutral,neutral,neutral,False,False,False
@sai8ki ВЕЗДЕ они на деревьях растут в основном в лесу но так ваще везде это самый частый фрукт. они такие оранжевенькие,neutral,1319287071446425602,neutral,positive,positive,positive,False,False,False
захотелось ЖИТЬ блядь,positive,1265294081279868929,positive,negative,negative,negative,False,False,False
"ночью дом был помечен БЧБ террористами, спасибо им https://t.co/XZdN53aV15",negative,1320296682396000261,negative,neutral,neutral,neutral,False,False,False
сидим с подругой по фейсу вспоминаем наши старые кпопские деньки омг,positive,1337797738784821248,positive,negative,neutral,neutral,False,False,False
"- А мне зима больше нравится, чем лето. 
- Почему? 
- Территория лучше простреливается.",negative,1309405630994747399,negative,neutral,positive,neutral,False,False,False
дед не хочет идти в окей в час ночи:(,neutral,1288231597414797314,neutral,negative,negative,negative,False,False,False
@bloodlnfectio АХАХАХАХА БЛЯТЬ.,negative,1308122761164922880,negative,positive,positive,positive,False,False,False
"- Я позволю ей ненавидеть себя, но в итоге я спасу ей жизнь.

Стефан в конце 8 сезона покинул чат https://t.co/0xbGiVWxKd",positive,1274206469764845573,positive,negative,negative,negative,False,False,False
"@mosinka2020 Наши так не мелочились. Заминировали пол Крещатика, мало фрицам не показалось.",negative,1316081675277930497,negative,neutral,neutral,neutral,False,False,False
@dima_leemon В фнл полно мест для российских игроков и для Тамбова,positive,1310297142859313153,positive,neutral,neutral,neutral,False,False,False
"Там реально будет с кем встретиться и что посетить, легендарный",positive,1272239882266697728,positive,negative,neutral,neutral,False,False,False
"@lllleeknow слава богу, ты не собираешься меня кастрировать-",positive,1334869124720308224,positive,neutral,negative,negative,False,False,False
девочка кокетка стреляет в сердце метко..... https://t.co/7ZqM0WfY7Y,positive,1281486242186702854,positive,negative,negative,negative,False,False,False
"@zelena_helena @bottlesartonom @Knabineto @SwanMills_100 Моей дочке 10 месяцев, в 6 пробили и нет проблем.",neutral,1273598463461261313,neutral,negative,negative,negative,False,False,False
Я - Активный гражданин - А ТЫ? Давай вместе сделаем город лучше! https://t.co/yRWF67kREr,positive,1242689165084549120,positive,neutral,neutral,neutral,False,False,False
[iz] Бакланы уничтожают тайгу на  #Байкале https://t.co/YYn0miOmAg,negative,1264246889416921094,negative,neutral,neutral,neutral,False,False,False
"меня только что чёт твиттер блоконул, твиттер, ты нормальный так делать?",negative,1339569207248359425,negative,neutral,neutral,neutral,False,False,False
"@sablinmga Хуюшки!
И пернула ртом!",negative,1319362283701739520,negative,neutral,positive,positive,False,False,False
"Чтобы не словить панику, что не могу выбрать подарок, пошла и купила себе обновки. Умею решать проблемы",positive,1337416707246329858,positive,negative,negative,negative,False,False,False
@ssatan_twt ппц ною🥺🥺🥺🥺🥺,negative,1336744251242242052,negative,neutral,neutral,neutral,False,False,False
@OnlinerBY А смысл? Через стор взять проблемно? Waste of time,negative,1273885534205739008,negative,neutral,neutral,neutral,False,False,False
"@sohi1962 Какая армия, такие у головные уборы 😂🤪",neutral,1309823538833109003,neutral,positive,positive,positive,False,False,False
@lee_zetro КАК Я ПРОПУСТИЛА,negative,1288528835152052224,negative,neutral,neutral,neutral,False,False,False
"@pas_aggression ШЛЯПЫ НЕ ХВАТАЕТ, НО БУДЕТ ОКОЛО +30, Я НЕ ГОТОВ",neutral,1300489979303538690,neutral,negative,negative,negative,False,False,False
"Я хочу признаться....... Я люблю жопки шмелей.
Конец твита.",neutral,1254453902591885312,neutral,positive,positive,positive,False,False,False
@_bakana_ ты угадал,positive,1280528166696689669,positive,neutral,neutral,neutral,False,False,False
"Ещё одну сняли...чтобы повысить...
Сажать их надо с конфискацией имущества как должностное лицо!
https://t.co/UUWrBBexwP",negative,1256520083842764800,negative,neutral,neutral,neutral,False,False,False
знакомая с эстонии уже посмотрела довод и сказала что некоторые сцены снимали у них😭,negative,1298805173549240321,negative,neutral,neutral,neutral,False,False,False
серьёзно вышла на улицу впервые за неделю и первое что сделала это СПОТКНУЛАСЬ ОБ СТУПЕНЬКУ,negative,1329348288215179264,negative,positive,neutral,neutral,False,False,False
"@rpmubhsTjQbJZ5b 😯Как же вы жили без кисули?😄Я дня не помню, чтобы у нас кошки не было, сейчас трое))",positive,1326265529292763137,positive,neutral,negative,negative,False,False,False
Арест «вагнеровцев»: в Беларуси могут отключить интернет из-за «возможных провокаций» https://t.co/tHxS4dTLpK https://t.co/NiOhA1s8u2,negative,1288793487345819649,negative,neutral,neutral,neutral,False,False,False
@Lenochek02 Сделал это во второй раз после третьего свиланка!🥰,positive,1243167466747985922,positive,neutral,neutral,neutral,False,False,False
"И здесь я поняла, что академия куда я хочу поступить, есть не только в Новосибе, но и в Питере",positive,1322869061592715266,positive,neutral,neutral,neutral,False,False,False
прикатилась,neutral,1255081957668634626,neutral,negative,negative,negative,False,False,False
Учёные выяснили причину плохого самочувствия космонавтов https://t.co/iNrEjpA3zZ https://t.co/s87by5G8ro,neutral,1333300421490774016,neutral,negative,negative,negative,False,False,False
@my_day_stay а если обнять?,positive,1224596879595442176,positive,neutral,neutral,neutral,False,False,False
Хочу быть Юрой Ивановым.,positive,1284956210874273798,positive,negative,neutral,neutral,False,False,False
@11dewey11 вот это балдёж,positive,1310501808150851584,positive,neutral,negative,negative,False,False,False
@dolly_6ll3 МАШ МЫ НЕ ПРОРУБИМ ДЫРКУ В ЗЕМЛЕ МЫ НЕ ИЛОН МАСК,neutral,1255416440817160195,neutral,negative,negative,negative,False,False,False
@huy_pionerki *ушел на поиски личинок*,negative,1215587959199731712,negative,neutral,neutral,neutral,False,False,False
никогда не было и вот тебе на,neutral,1306852235167649792,neutral,negative,negative,negative,False,False,False
@shadow_hunt Она явно повидал жизнь с такой то внешкой. https://t.co/3l23sWBW1z,negative,1215567516141006849,negative,neutral,neutral,neutral,False,False,False
"ладно этого стоило ожидать
пошел сильный ливень мы были на улице далеко от дома

сейчас стоим на крыльце магазина ждем когда утихнет дождь🤭",neutral,1263143812609847297,neutral,negative,negative,negative,False,False,False
"Иногда мне кажется,что все,что я заливаю в твит - не в моей голове,а в головах моих близких.",neutral,1216624124241551362,neutral,negative,negative,negative,False,False,False
во сне я какого-то хрена оказалась на сцене и хосок держал меня за руку успокаивая меня . . .,neutral,1273881956456058890,neutral,negative,negative,negative,False,False,False
@yoEM9rerZYHCHb6 @vova_kovynev Болеет,negative,1295411008522072064,negative,neutral,neutral,neutral,False,False,False
@Fake_MIDRF Фашистка,negative,1292937535195422722,negative,neutral,neutral,neutral,False,False,False
"@barak_obmana @USSVVA .... ""Главное теперь, чтобы дедушку Ленина в шарите не отправили! """,negative,1306846635754958851,negative,neutral,neutral,neutral,False,False,False
@romanger89 @captain_vant Напомни парню что у болел мусоров есть паинт больные стволы.,neutral,1221146951305039873,neutral,negative,negative,negative,False,False,False
@kseniyusha Да я не против))),positive,1262466122147864577,positive,neutral,neutral,neutral,False,False,False
"сделаешь                        обязательно
его счастливым              
ради меня? https://t.co/v5XgKWjOLe",neutral,1315706532538060802,neutral,positive,positive,positive,False,False,False
"Сразу видно, интеллигентный сотрудник милиции.
Видео: Болот Ибрагимов https://t.co/vZP7CmmH5Q",positive,1324292960696078336,positive,negative,neutral,neutral,False,False,False
"@TerakadoTsuuSup Да, я сейчас на дистанционке, так что хоть и недолго, но могу позволить себе такие глупые вещи🥺",neutral,1319709580490919937,neutral,negative,negative,negative,False,False,False
На улице кто-то орет. Это арми?,negative,1271552532305915907,negative,neutral,neutral,neutral,False,False,False
Теперь болтает просто всегда😄 https://t.co/CChFS51SMD,positive,1306966248924774404,positive,neutral,negative,neutral,False,False,False
"@dabkor Не.... не идет. Вы в нем как этот смайлик) берите другой фасон. Если на халяву то можно на дачу. А так нет, и маловат и не по фигуре",neutral,1227297461905117185,neutral,negative,negative,negative,False,False,False
@DokUSSR ... К соседу в гости за солью сходить и краснея признаться - Ой ! Не добегу ! ...,neutral,1254981017544392711,neutral,positive,positive,positive,False,False,False
@kcaihin2 Обаяшка. https://t.co/9SYm68tKem,positive,1251603755583377413,positive,neutral,neutral,neutral,False,False,False
@rYERCa2qkLW6pg8 @HistoryFoto Че опять на синьке?,negative,1293563946079846403,negative,neutral,neutral,neutral,False,False,False
"Мой малыш #SEHUN
дорос до взрослых 💏💏💏💏💏 

@weareoneEXO @layzhang @B_hundred_Hyun https://t.co/Q29BvFUiqH",positive,1289630418757722112,positive,neutral,neutral,neutral,False,False,False
@365data_rvk Зю рулит),positive,1302363352618983428,positive,neutral,neutral,neutral,False,False,False
"@Origami78923070 @BAMBOT1638 И бабки у подъезда начали шептаться: ""Пгаститутка пошел""",neutral,1251198812305133569,neutral,negative,negative,negative,False,False,False
@blatBLR О нет.,negative,1323645058185367552,negative,neutral,neutral,neutral,False,False,False
"@_Kipyatok А то получается, что черный вертолет как пятно на розовом фоне и забирает всю информацию с картинки в общем )",negative,1307973959837777921,negative,neutral,neutral,neutral,False,False,False
"@blacktriss Ну я ж неебацца люблю помогать всем, вот и пришлось....",negative,1320382107764613121,negative,positive,positive,positive,False,False,False
@AlinagonnaDie ССАНЫЕ,negative,1335576284391411714,negative,neutral,neutral,neutral,False,False,False
@yours__crush__ У тебя сегодня такой насыщенный день,neutral,1327895192536555520,neutral,positive,positive,positive,False,False,False
"Ну мы с Лизой вообще самые трезвые были мне даже не дало в голову хотя мы 3,5л на 7 человек выпили",neutral,1304752352675717123,neutral,negative,negative,negative,False,False,False
блять чувствую себя студентом меда,neutral,1338040219900252161,neutral,negative,negative,negative,False,False,False
"Сейчас как обновлю ось, как начну материться в ночи.",negative,1246909201143693317,negative,neutral,neutral,neutral,False,False,False
@edupsy1221 Исбасиба😍,positive,1238051904841584641,positive,neutral,neutral,neutral,False,False,False
@_kyotaa_ полностью согласна это очень уву уву,positive,1305006623987888128,positive,neutral,neutral,neutral,False,False,False
"@edithpifpaf Ничего не изменилось со времён школы, ни разу не улыбнулся) я уныл))",negative,1271009495758581769,negative,positive,positive,positive,False,False,False
@mi_lyipersik_ блен прости я постоянно о них забываю,neutral,1344393466349035523,neutral,negative,negative,negative,False,False,False
@YQPci1AeWAkkBr4 @DollyKeiiy @max_lipa @Deadinternet @Nikita_R0 1го пожарили и уже съели),positive,1257319501416108033,positive,neutral,negative,negative,False,False,False
"Хехехех😈
Кражи продолжаются https://t.co/YZroi8EeBu",negative,1241797657393344516,negative,positive,neutral,neutral,False,False,False
"Отпуск - это, когда ты позавтракал джин тоником",positive,1281179982497304577,positive,neutral,neutral,neutral,False,False,False
@teruxire ЭТО НЕ ОКЕЙ. ЭТО ОЧКО.,negative,1330889841740046340,negative,neutral,neutral,neutral,False,False,False
мне сейчас стало боязно я реально записалась в парикмахерскую..,neutral,1332123847907270656,neutral,negative,negative,negative,False,False,False
